epoch,lr-AdamW,step,test_acc,test_f1,test_loss,train_acc,train_loss_epoch,train_loss_step,val_acc,val_f1,val_loss
29,,149,,,,,,0.03122171014547348,,,
29,,149,,,,,,,0.925000011920929,0.9215201139450073,0.34548550844192505
29,,149,,,,0.9424460530281067,0.17172448337078094,,,,
,4e-05,150,,,,,,,,,
30,,154,,,,,,,0.925000011920929,0.9215201139450073,0.3443942666053772
30,,154,,,,0.935251772403717,0.1642170548439026,,,,
,4e-05,155,,,,,,,,,
31,,159,,,,,,,0.925000011920929,0.9215201139450073,0.3404930830001831
31,,159,,,,0.9496402740478516,0.15954630076885223,,,,
,4e-05,160,,,,,,,,,
32,,164,,,,,,,0.925000011920929,0.9215201139450073,0.33977001905441284
32,,164,,,,0.9496402740478516,0.1572672426700592,,,,
,4e-05,165,,,,,,,,,
33,,169,,,,,,,0.925000011920929,0.9215201139450073,0.34177500009536743
33,,169,,,,0.9496402740478516,0.1574033498764038,,,,
34,,170,0.949999988079071,0.9494949579238892,0.25856977701187134,,,,,,
