epoch,lr-AdamW,step,test_acc,test_f1,test_loss,train_acc,train_loss_epoch,train_loss_step,val_acc,val_f1,val_loss
,0.001,0,,,,,,,,,
0,,4,,,,,,,0.3499999940395355,0.22431373596191406,1.3493815660476685
0,,4,,,,0.23021583259105682,1.386732816696167,,,,
,0.001,5,,,,,,,,,
1,,9,,,,,,,0.4000000059604645,0.29629871249198914,1.3151873350143433
1,,9,,,,0.3093525171279907,1.3496476411819458,,,,
,0.001,10,,,,,,,,,
2,,14,,,,,,,0.42500001192092896,0.34319376945495605,1.1292437314987183
2,,14,,,,0.3884892165660858,1.2938090562820435,,,,
,0.001,15,,,,,,,,,
3,,19,,,,,,,0.375,0.3010822534561157,1.1314663887023926
3,,19,,,,0.4892086386680603,1.0675973892211914,,,,
,0.001,20,,,,,,,,,
4,,24,,,,,,,0.6000000238418579,0.45002883672714233,0.9757712483406067
4,,24,,,,0.43884891271591187,1.098819375038147,,,,
,0.001,25,,,,,,,,,
5,,29,,,,,,,0.375,0.2778787910938263,1.352013349533081
5,,29,,,,0.4532374143600464,1.2351045608520508,,,,
,0.001,30,,,,,,,,,
6,,34,,,,,,,0.4749999940395355,0.3880952298641205,1.2955644130706787
6,,34,,,,0.3309352397918701,1.351636290550232,,,,
,0.001,35,,,,,,,,,
7,,39,,,,,,,0.3499999940395355,0.2339743673801422,1.2664315700531006
7,,39,,,,0.3309352397918701,1.2913516759872437,,,,
,0.001,40,,,,,,,,,
8,,44,,,,,,,0.375,0.24454548954963684,1.2577184438705444
8,,44,,,,0.3741007149219513,1.2751095294952393,,,,
,0.001,45,,,,,,,,,
9,,49,,,,,,1.2375019788742065,,,
9,,49,,,,,,,0.574999988079071,0.46515148878097534,1.271926760673523
9,,49,,,,0.38129496574401855,1.264711856842041,,,,
,0.001,50,,,,,,,,,
10,,54,,,,,,,0.32499998807907104,0.24793653190135956,1.2455276250839233
10,,54,,,,0.43884891271591187,1.244680643081665,,,,
,0.001,55,,,,,,,,,
11,,59,,,,,,,0.5249999761581421,0.4640350937843323,1.1635568141937256
11,,59,,,,0.4532374143600464,1.2113996744155884,,,,
,0.001,60,,,,,,,,,
12,,64,,,,,,,0.4000000059604645,0.33047616481781006,1.0945571660995483
12,,64,,,,0.4460431635379791,1.1589710712432861,,,,
,0.001,65,,,,,,,,,
13,,69,,,,,,,0.3499999940395355,0.23141321539878845,1.1689201593399048
13,,69,,,,0.35971224308013916,1.2419363260269165,,,,
,0.001,70,,,,,,,,,
14,,74,,,,,,,0.4749999940395355,0.42575758695602417,1.089456558227539
14,,74,,,,0.34532374143600464,1.1808505058288574,,,,
,0.001,75,,,,,,,,,
15,,79,,,,,,,0.550000011920929,0.42576083540916443,1.0138623714447021
15,,79,,,,0.5251798629760742,1.1028462648391724,,,,
,0.0002,80,,,,,,,,,
16,,84,,,,,,,0.625,0.5217424631118774,0.9703441858291626
16,,84,,,,0.5323740839958191,1.0205743312835693,,,,
,0.0002,85,,,,,,,,,
17,,89,,,,,,,0.625,0.5164459943771362,0.925510048866272
17,,89,,,,0.6402877569198608,0.9871296882629395,,,,
,0.0002,90,,,,,,,,,
18,,94,,,,,,,0.550000011920929,0.4968861937522888,0.8762179613113403
18,,94,,,,0.5539568066596985,0.9280452728271484,,,,
,0.0002,95,,,,,,,,,
19,,99,,,,,,0.9424163699150085,,,
19,,99,,,,,,,0.6499999761581421,0.6006367206573486,0.8700994253158569
19,,99,,,,0.633093535900116,0.8922790288925171,,,,
,0.0002,100,,,,,,,,,
20,,104,,,,,,,0.7250000238418579,0.637116551399231,0.7730737924575806
20,,104,,,,0.633093535900116,0.9191871881484985,,,,
,0.0002,105,,,,,,,,,
21,,109,,,,,,,0.699999988079071,0.6076078414916992,0.7216153144836426
21,,109,,,,0.6402877569198608,0.8181638121604919,,,,
,0.0002,110,,,,,,,,,
22,,114,,,,,,,0.75,0.6727272868156433,0.6909292340278625
22,,114,,,,0.7338129281997681,0.7358589768409729,,,,
,0.0002,115,,,,,,,,,
23,,119,,,,,,,0.8500000238418579,0.7980952262878418,0.6336207389831543
23,,119,,,,0.7410072088241577,0.6823827624320984,,,,
,0.0002,120,,,,,,,,,
24,,124,,,,,,,0.75,0.6895238161087036,0.6530057787895203
24,,124,,,,0.7266187071800232,0.5960186123847961,,,,
,0.0002,125,,,,,,,,,
25,,129,,,,,,,0.75,0.6957753896713257,0.7642232179641724
25,,129,,,,0.7482014298439026,0.6241909265518188,,,,
,0.0002,130,,,,,,,,,
26,,134,,,,,,,0.7250000238418579,0.6647002100944519,0.7163280844688416
26,,134,,,,0.7482014298439026,0.5432515740394592,,,,
,0.0002,135,,,,,,,,,
27,,139,,,,,,,0.875,0.8371601104736328,0.5478668212890625
27,,139,,,,0.769784152507782,0.5748189091682434,,,,
,0.0002,140,,,,,,,,,
28,,144,,,,,,,0.699999988079071,0.6474391222000122,0.6778836846351624
28,,144,,,,0.7553957104682922,0.5201670527458191,,,,
,0.0002,145,,,,,,,,,
29,,149,,,,,,0.3710833489894867,,,
29,,149,,,,,,,0.8500000238418579,0.808917224407196,0.624809741973877
29,,149,,,,0.7050359845161438,0.5626237988471985,,,,
,0.0002,150,,,,,,,,,
30,,154,,,,,,,0.875,0.8371601104736328,0.5277034044265747
30,,154,,,,0.7266187071800232,0.6097356081008911,,,,
,0.0002,155,,,,,,,,,
31,,159,,,,,,,0.699999988079071,0.6283982992172241,0.612094521522522
31,,159,,,,0.7482014298439026,0.485869437456131,,,,
,0.0002,160,,,,,,,,,
32,,164,,,,,,,0.800000011920929,0.7400302886962891,0.4473659098148346
32,,164,,,,0.7769784331321716,0.49666139483451843,,,,
,0.0002,165,,,,,,,,,
33,,169,,,,,,,0.7749999761581421,0.7276065349578857,0.5231318473815918
33,,169,,,,0.7841726541519165,0.4900505542755127,,,,
,4e-05,170,,,,,,,,,
34,,174,,,,,,,0.7749999761581421,0.7276065349578857,0.5202993750572205
34,,174,,,,0.8345323801040649,0.46046721935272217,,,,
,4e-05,175,,,,,,,,,
35,,179,,,,,,,0.7749999761581421,0.7219047546386719,0.5104493498802185
35,,179,,,,0.8489208817481995,0.4466637372970581,,,,
,4e-05,180,,,,,,,,,
36,,184,,,,,,,0.800000011920929,0.7463470101356506,0.448311984539032
36,,184,,,,0.8201438784599304,0.4359823763370514,,,,
,4e-05,185,,,,,,,,,
37,,189,,,,,,,0.824999988079071,0.7720082998275757,0.39000624418258667
37,,189,,,,0.8345323801040649,0.42270708084106445,,,,
38,,190,0.75,0.7480158805847168,0.5198148488998413,,,,,,
